# UTC, Ls-J, Ls-S, Ls-U, Ls-N, Dist-J (AU), Dist-S (AU), Dist-U (AU), Dist-N (AU), PGLat-J, PGLat-S, PGLat-U, PGLat-N
1989-11-16 23:59:45.001156+00:00,135.279640,111.293278,287.611791,236.547648,5.134703,10.030246,19.371999,30.211527,2.508729,29.562362,-71.610655,-24.021137
1989-12-01 23:59:45.000825+00:00,136.558751,111.745845,287.783942,236.614958,5.140035,10.029248,19.374680,30.211168,2.451638,29.469551,-71.459210,-24.046924
1989-12-16 23:59:45.000432+00:00,137.829783,112.199904,287.955839,236.720782,5.145392,10.028215,19.377361,30.210810,2.393452,29.374880,-71.307549,-24.072655
1989-12-31 23:59:45.000006+00:00,139.106865,112.654717,288.128192,236.797452,5.150770,10.027149,19.380042,30.210453,2.334208,29.278354,-71.155675,-24.098332
1990-01-15 23:59:43.999574+00:00,140.374204,113.109777,288.300573,236.890833,5.156169,10.026050,19.382723,30.210100,2.273943,29.179979,-71.003595,-24.123951
1990-01-30 23:59:43.999167+00:00,141.644529,113.565174,288.472330,236.981842,5.161585,10.024917,19.385404,30.209747,2.212693,29.079757,-70.851314,-24.149517
1990-02-14 23:59:43.998814+00:00,142.902179,114.020977,288.644395,237.060603,5.167015,10.023752,19.388085,30.209398,2.150495,28.977695,-70.698834,-24.175025
1990-03-01 23:59:43.998537+00:00,144.166083,114.475896,288.816537,237.164895,5.172457,10.022553,19.390766,30.209049,2.087387,28.873797,-70.546162,-24.200480
1990-03-16 23:59:43.998356+00:00,145.420386,114.930347,288.988232,237.233038,5.177907,10.021321,19.393445,30.208703,2.023404,28.768067,-70.393301,-24.225877
1990-03-31 23:59:43.998280+00:00,146.679726,115.384422,289.159895,237.344042,5.183364,10.020055,19.396124,30.208358,1.958585,28.660511,-70.240257,-24.251220
1990-04-15 23:59:43.998315+00:00,147.927595,115.837088,289.331652,237.410071,5.188825,10.018757,19.398802,30.208015,1.892965,28.551134,-70.087034,-24.276507
1990-04-30 23:59:43.998456+00:00,149.180788,116.289073,289.503611,237.518356,5.194287,10.017425,19.401479,30.207672,1.826582,28.439940,-69.933635,-24.301737
1990-05-15 23:59:43.998693+00:00,150.426609,116.740889,289.675254,237.591606,5.199747,10.016061,19.404155,30.207331,1.759472,28.326934,-69.780066,-24.326913
1990-05-30 23:59:43.999009+00:00,151.676380,117.192486,289.846715,237.688826,5.205204,10.014663,19.406830,30.206991,1.691672,28.212124,-69.626330,-24.352031
1990-06-14 23:59:43.999384+00:00,152.916908,117.644025,290.018684,237.775716,5.210655,10.013232,19.409503,30.206652,1.623218,28.095514,-69.472433,-24.377095
1990-06-29 23:59:43.999794+00:00,154.158172,118.096909,290.190236,237.858184,5.216098,10.011768,19.412176,30.206314,1.554147,27.977111,-69.318378,-24.402100
1990-07-14 23:59:44.000213+00:00,155.393667,118.549983,290.361374,237.959469,5.221530,10.010271,19.414847,30.205977,1.484494,27.856921,-69.164170,-24.427052
1990-07-29 23:59:44.000615+00:00,156.630009,119.004030,290.532876,238.029630,5.226947,10.008741,19.417517,30.205643,1.414296,27.734949,-69.009810,-24.451944
1990-08-13 23:59:44.000973+00:00,157.861133,119.459163,290.704299,238.139937,5.232348,10.007179,19.420187,30.205309,1.343589,27.611202,-68.855303,-24.476782
1990-08-28 23:59:44.001266+00:00,159.089938,119.915393,290.875569,238.205393,5.237730,10.005584,19.422856,30.204977,1.272409,27.485685,-68.700652,-24.501561
1990-09-12 23:59:44.001473+00:00,160.316197,120.371666,291.046763,238.315615,5.243089,10.003957,19.425523,30.204647,1.200791,27.358405,-68.545859,-24.526285
1990-09-27 23:59:44.001580+00:00,161.540956,120.829265,291.218169,238.386016,5.248424,10.002297,19.428190,30.204318,1.128771,27.229368,-68.390927,-24.550952
1990-10-12 23:59:44.001578+00:00,162.764402,121.286705,291.389753,238.487063,5.253733,10.000605,19.430856,30.203991,1.056383,27.098579,-68.235859,-24.575561
1990-10-27 23:59:44.001467+00:00,163.983386,121.744128,291.560731,238.569976,5.259013,9.998880,19.433521,30.203665,0.983663,26.966044,-68.080659,-24.600116
1990-11-11 23:59:44.001253+00:00,165.201311,122.201350,291.731803,238.656485,5.264262,9.997123,19.436185,30.203342,0.910645,26.831769,-67.925329,-24.624611
1990-11-26 23:59:44.000949+00:00,166.415278,122.658439,291.903211,238.754276,5.269479,9.995335,19.438847,30.203018,0.837362,26.695760,-67.769870,-24.649052
1990-12-11 23:59:44.000575+00:00,167.629381,123.114041,292.074063,238.827036,5.274659,9.993514,19.441508,30.202697,0.763849,26.558023,-67.614288,-24.673433
1990-12-26 23:59:44.000157+00:00,168.838229,123.569436,292.244886,238.935896,5.279803,9.991662,19.444168,30.202376,0.690139,26.418565,-67.458585,-24.697760
1991-01-10 23:59:42.999724+00:00,170.046505,124.024147,292.415966,239.001480,5.284906,9.989778,19.446826,30.202057,0.616265,26.277390,-67.302762,-24.722027
1991-01-25 23:59:42.999305+00:00,171.250410,124.478334,292.587045,239.112886,5.289968,9.987863,19.449483,30.201739,0.542261,26.134507,-67.146822,-24.746239
1991-02-09 23:59:42.998930+00:00,172.454639,124.932632,292.757988,239.180820,5.294984,9.985917,19.452139,30.201423,0.468158,25.989922,-66.990768,-24.770392
1991-02-24 23:59:42.998624+00:00,173.654779,125.387709,292.928669,239.285177,5.299954,9.983939,19.454793,30.201108,0.393988,25.843642,-66.834602,-24.794488
1991-03-11 23:59:42.998408+00:00,174.854037,125.842862,293.099711,239.364107,5.304874,9.981931,19.457446,30.200794,0.319784,25.695672,-66.678326,-24.818528
1991-03-26 23:59:42.998294+00:00,176.049751,126.298975,293.270589,239.454779,5.309745,9.979892,19.460098,30.200483,0.245577,25.546021,-66.521942,-24.842508
1991-04-10 23:59:42.998291+00:00,177.244462,126.756357,293.440851,239.548779,5.314562,9.977822,19.462749,30.200172,0.171399,25.394695,-66.365452,-24.866433
1991-04-25 23:59:42.998395+00:00,178.436352,127.214265,293.611527,239.624762,5.319324,9.975721,19.465399,30.199864,0.097281,25.241701,-66.208857,-24.890298
1991-05-10 23:59:42.998600+00:00,179.626338,127.673116,293.782274,239.731527,5.324029,9.973590,19.468047,30.199556,0.023253,25.087046,-66.052159,-24.914107
1991-05-25 23:59:42.998890+00:00,180.814142,128.132947,293.952674,239.798005,5.328676,9.971427,19.470693,30.199250,-0.050655,24.930735,-65.895359,-24.937858
1991-06-09 23:59:42.999248+00:00,181.999816,128.593090,294.123177,239.909938,5.333262,9.969234,19.473337,30.198945,-0.124414,24.772777,-65.738461,-24.961551
1991-06-24 23:59:42.999648+00:00,183.183703,129.053254,294.293775,239.976140,5.337785,9.967011,19.475980,30.198640,-0.197993,24.613179,-65.581464,-24.985187
1991-07-09 23:59:43.000067+00:00,184.365155,129.514122,294.464483,240.083457,5.342244,9.964756,19.478620,30.198337,-0.271363,24.451947,-65.424372,-25.008764
1991-07-24 23:59:43.000478+00:00,185.545311,129.974277,294.634778,240.158684,5.346638,9.962471,19.481258,30.198033,-0.344497,24.289088,-65.267187,-25.032285
1991-08-08 23:59:43.000854+00:00,186.723282,130.434024,294.804917,240.253450,5.350964,9.960156,19.483894,30.197732,-0.417367,24.124611,-65.109911,-25.055746
1991-08-23 23:59:43.001172+00:00,187.899270,130.893266,294.975536,240.343314,5.355222,9.957810,19.486527,30.197429,-0.489943,23.958522,-64.952545,-25.079150
1991-09-07 23:59:43.001411+00:00,189.073006,131.352029,295.145703,240.422896,5.359408,9.955434,19.489158,30.197128,-0.562201,23.790829,-64.795093,-25.102494
1991-09-22 23:59:43.001554+00:00,190.244873,131.809779,295.315660,240.526937,5.363522,9.953028,19.491787,30.196827,-0.634111,23.621539,-64.637556,-25.125781
1991-10-07 23:59:43.001591+00:00,191.416060,132.268091,295.486092,240.595048,5.367563,9.950593,19.494414,30.196528,-0.705648,23.450662,-64.479935,-25.149008
1991-10-22 23:59:43.001518+00:00,192.584245,132.726163,295.656408,240.706768,5.371527,9.948129,19.497039,30.196229,-0.776785,23.278205,-64.322230,-25.172178
1991-11-06 23:59:43.001339+00:00,193.751785,133.184636,295.826570,240.771892,5.375414,9.945636,19.499662,30.195932,-0.847496,23.104175,-64.164445,-25.195287
1991-11-21 23:59:43.001065+00:00,194.915673,133.643825,295.996600,240.881614,5.379221,9.943115,19.502283,30.195636,-0.917756,22.928580,-64.006579,-25.218338
1991-12-06 23:59:43.000713+00:00,196.081533,134.104180,296.166751,240.953574,5.382948,9.940564,19.504902,30.195341,-0.987540,22.751429,-63.848633,-25.241331
1991-12-21 23:59:43.000307+00:00,197.242893,134.564806,296.336939,241.052453,5.386593,9.937985,19.507520,30.195048,-1.056822,22.572729,-63.690610,-25.264264
1992-01-05 23:59:42.999876+00:00,198.405696,135.026868,296.506506,241.138218,5.390155,9.935377,19.510136,30.194755,-1.125577,22.392488,-63.532509,-25.287140
1992-01-20 23:59:42.999448+00:00,199.561962,135.489620,296.676332,241.221825,5.393631,9.932742,19.512749,30.194465,-1.193783,22.210715,-63.374331,-25.309954
1992-02-04 23:59:42.999055+00:00,200.722053,135.952864,296.846483,241.322576,5.397021,9.930078,19.515361,30.194173,-1.261414,22.027416,-63.216077,-25.332713
1992-02-19 23:59:42.998722+00:00,201.876087,136.416678,297.016124,241.392946,5.400324,9.927385,19.517969,30.193884,-1.328448,21.842599,-63.057750,-25.355409
1992-03-05 23:59:42.998472+00:00,203.033608,136.881161,297.185872,241.503649,5.403538,9.924664,19.520576,30.193594,-1.394863,21.656275,-62.899349,-25.378049
1992-03-20 23:59:42.998322+00:00,204.182918,137.345236,297.355800,241.568402,5.406662,9.921915,19.523179,30.193306,-1.460634,21.468450,-62.740876,-25.400628
1992-04-04 23:59:42.998279+00:00,205.337053,137.809329,297.525624,241.679810,5.409695,9.919139,19.525780,30.193017,-1.525740,21.279133,-62.582333,-25.423149
1992-04-19 23:59:42.998346+00:00,206.485557,138.273268,297.695229,241.748853,5.412636,9.916334,19.528378,30.192729,-1.590159,21.088333,-62.423721,-25.445610
1992-05-04 23:59:42.998517+00:00,207.639016,138.736414,297.864580,241.851383,5.415484,9.913503,19.530973,30.192442,-1.653870,20.896058,-62.265041,-25.468010
1992-05-19 23:59:42.998780+00:00,208.784887,139.199218,298.034342,241.932933,5.418239,9.910644,19.533565,30.192154,-1.716851,20.702318,-62.106294,-25.490353
1992-06-03 23:59:42.999116+00:00,209.934067,139.661998,298.203916,242.020742,5.420899,9.907758,19.536155,30.191868,-1.779081,20.507121,-61.947482,-25.512634
1992-06-18 23:59:42.999504+00:00,211.078914,140.124537,298.373068,242.117826,5.423463,9.904846,19.538742,30.191581,-1.840539,20.310477,-61.788605,-25.534857
1992-07-03 23:59:41.999920+00:00,212.227088,140.587126,298.542779,242.191172,5.425930,9.901908,19.541326,30.191296,-1.901206,20.112394,-61.629663,-25.557018
1992-07-18 23:59:42.000336+00:00,213.370144,141.050705,298.712458,242.300219,5.428299,9.898943,19.543908,30.191011,-1.961060,19.912882,-61.470658,-25.579121
1992-08-02 23:59:42.000728+00:00,214.512229,141.514596,298.881795,242.365421,5.430568,9.895952,19.546486,30.190727,-2.020084,19.711950,-61.311590,-25.601163
1992-08-17 23:59:42.001069+00:00,215.652874,141.979383,299.051182,242.477908,5.432737,9.892935,19.549062,30.190442,-2.078256,19.509607,-61.152460,-25.623146
1992-09-01 23:59:42.001337+00:00,216.794069,142.445131,299.220560,242.544770,5.434806,9.889891,19.551635,30.190158,-2.135559,19.305863,-60.993268,-25.645068
1992-09-16 23:59:42.001516+00:00,217.936401,142.911759,299.389986,242.650730,5.436773,9.886822,19.554204,30.189875,-2.191973,19.100728,-60.834016,-25.666929
1992-10-01 23:59:42.001591+00:00,219.073862,143.378704,299.558986,242.728337,5.438639,9.883727,19.556770,30.189591,-2.247481,18.894211,-60.674706,-25.688731
1992-10-16 23:59:42.001556+00:00,220.214437,143.846879,299.728012,242.820429,5.440403,9.880605,19.559333,30.189307,-2.302063,18.686322,-60.515336,-25.710471
1992-10-31 23:59:42.001414+00:00,221.350968,144.315250,299.897538,242.913425,5.442063,9.877458,19.561892,30.189023,-2.355703,18.477070,-60.355909,-25.732153
1992-11-15 23:59:42.001171+00:00,222.494375,144.783939,300.066576,242.990177,5.443622,9.874286,19.564448,30.188739,-2.408382,18.266467,-60.196426,-25.753772
1992-11-30 23:59:42.000844+00:00,223.627980,145.252750,300.235528,243.096823,5.445075,9.871088,19.567000,30.188455,-2.460086,18.054522,-60.036888,-25.775332
1992-12-15 23:59:42.000454+00:00,224.767203,145.721694,300.404841,243.163199,5.446424,9.867866,19.569550,30.188172,-2.510795,17.841246,-59.877295,-25.796829
1992-12-30 23:59:42.000028+00:00,225.896589,146.189920,300.573887,243.275959,5.447667,9.864619,19.572096,30.187888,-2.560494,17.626649,-59.717648,-25.818266
1993-01-14 23:59:41.999596+00:00,227.037153,146.658321,300.742745,243.341206,5.448805,9.861349,19.574639,30.187605,-2.609167,17.410741,-59.557948,-25.839642
1993-01-29 23:59:41.999187+00:00,228.166341,147.126368,300.911459,243.449994,5.449836,9.858055,19.577179,30.187323,-2.656798,17.193532,-59.398196,-25.860956
1993-02-13 23:59:41.998830+00:00,229.304513,147.594182,301.080383,243.523930,5.450761,9.854738,19.579716,30.187041,-2.703371,16.975033,-59.238389,-25.882211
1993-02-28 23:59:41.998549+00:00,230.431475,148.062103,301.249352,243.620331,5.451578,9.851398,19.582250,30.186760,-2.748870,16.755254,-59.078531,-25.903402
1993-03-15 23:59:41.998363+00:00,231.572290,148.530632,301.417836,243.709162,5.452288,9.848036,19.584781,30.186478,-2.793280,16.534206,-58.918620,-25.924535
1993-03-30 23:59:41.998282+00:00,232.703617,148.999350,301.586746,243.789841,5.452892,9.844650,19.587309,30.186198,-2.836586,16.311898,-58.758656,-25.945603
1993-04-14 23:59:41.998311+00:00,233.843576,149.468964,301.755840,243.893485,5.453387,9.841243,19.589833,30.185916,-2.878774,16.088343,-58.598639,-25.966614
1993-04-29 23:59:41.998446+00:00,234.971189,149.939484,301.924393,243.961737,5.453773,9.837812,19.592353,30.185635,-2.919830,15.863550,-58.438572,-25.987560
1993-05-14 23:59:41.998678+00:00,236.107902,150.410535,302.093050,244.073979,5.454051,9.834359,19.594869,30.185353,-2.959739,15.637532,-58.278454,-26.008447
1993-05-29 23:59:41.998991+00:00,237.237915,150.882379,302.261775,244.138361,5.454221,9.830883,19.597381,30.185071,-2.998488,15.410299,-58.118286,-26.029272
1993-06-13 23:59:41.999364+00:00,238.373185,151.355131,302.430402,244.249366,5.454281,9.827385,19.599889,30.184788,-3.036064,15.181864,-57.958069,-26.050035
1993-06-28 23:59:41.999773+00:00,239.500442,151.828330,302.598839,244.319995,5.454233,9.823864,19.602393,30.184504,-3.072453,14.952238,-57.797805,-26.070737
1993-07-13 23:59:41.000192+00:00,240.631538,152.301907,302.767181,244.420374,5.454077,9.820321,19.604892,30.184220,-3.107643,14.721433,-57.637493,-26.091375
1993-07-28 23:59:41.000595+00:00,241.764093,152.776120,302.935998,244.504846,5.453814,9.816756,19.607387,30.183935,-3.141621,14.489462,-57.477135,-26.111953
1993-08-12 23:59:41.000956+00:00,242.899500,153.250186,303.104528,244.589699,5.453443,9.813169,19.609878,30.183650,-3.174374,14.256336,-57.316731,-26.132467
1993-08-27 23:59:41.001253+00:00,244.035550,153.724321,303.272723,244.689872,5.452966,9.809562,19.612364,30.183363,-3.205890,14.022068,-57.156283,-26.152921
1993-09-11 23:59:41.001464+00:00,245.167174,154.198490,303.441379,244.760774,5.452381,9.805934,19.614847,30.183077,-3.236157,13.786671,-56.995790,-26.173310
1993-09-26 23:59:41.001577+00:00,246.305115,154.672584,303.609802,244.871830,5.451688,9.802286,19.617326,30.182790,-3.265165,13.550156,-56.835252,-26.193638
1993-10-11 23:59:41.001581+00:00,247.438026,155.146322,303.777894,244.936163,5.450888,9.798618,19.619801,30.182503,-3.292902,13.312536,-56.674671,-26.213903
1993-10-26 23:59:41.001476+00:00,248.577321,155.620507,303.946040,245.048778,5.449981,9.794930,19.622272,30.182216,-3.319357,13.073823,-56.514045,-26.234105
1993-11-10 23:59:41.001267+00:00,249.703608,156.094696,304.114251,245.116756,5.448966,9.791224,19.624738,30.181928,-3.344520,12.834031,-56.353375,-26.254245
1993-11-25 23:59:41.000967+00:00,250.840813,156.569325,304.282559,245.220961,5.447845,9.787498,19.627201,30.181641,-3.368380,12.593171,-56.192662,-26.274322
1993-12-10 23:59:41.000596+00:00,251.969369,157.044570,304.450504,245.301275,5.446617,9.783752,19.629659,30.181352,-3.390926,12.351257,-56.031905,-26.294337
1993-12-25 23:59:41.000180+00:00,253.113383,157.520624,304.618619,245.390503,5.445284,9.779988,19.632113,30.181063,-3.412149,12.108302,-55.871104,-26.314287
1994-01-09 23:59:40.999746+00:00,254.243368,157.997040,304.787086,245.486690,5.443847,9.776206,19.634563,30.180773,-3.432040,11.864319,-55.710261,-26.334177
1994-01-24 23:59:40.999326+00:00,255.387593,158.474479,304.954975,245.560712,5.442305,9.772404,19.637008,30.180482,-3.450589,11.619322,-55.549376,-26.354002
1994-02-08 23:59:40.998948+00:00,256.520761,158.952510,305.122829,245.669730,5.440659,9.768584,19.639448,30.180190,-3.467787,11.373323,-55.388451,-26.373765
1994-02-23 23:59:40.998638+00:00,257.670872,159.431109,305.290953,245.734718,5.438910,9.764745,19.641883,30.179898,-3.483627,11.126339,-55.227484,-26.393464
1994-03-10 23:59:40.998417+00:00,258.805590,159.910277,305.458838,245.848102,5.437058,9.760889,19.644314,30.179605,-3.498099,10.878382,-55.066477,-26.413100
1994-03-25 23:59:40.998298+00:00,259.949985,160.390050,305.626631,245.913931,5.435103,9.757014,19.646740,30.179311,-3.511196,10.629466,-54.905430,-26.432672
1994-04-09 23:59:40.998288+00:00,261.081664,160.869900,305.794402,246.021361,5.433047,9.753123,19.649162,30.179016,-3.522911,10.379606,-54.744342,-26.452181
1994-04-24 23:59:40.998387+00:00,262.227531,161.350130,305.962465,246.097655,5.430889,9.749215,19.651580,30.178720,-3.533235,10.128815,-54.583215,-26.471627
1994-05-09 23:59:40.998587+00:00,263.365409,161.830567,306.130461,246.191326,5.428633,9.745291,19.653992,30.178425,-3.542161,9.877108,-54.422048,-26.491008
1994-05-24 23:59:40.998873+00:00,264.511458,162.310948,306.297998,246.283370,5.426276,9.741351,19.656400,30.178127,-3.549682,9.624499,-54.260843,-26.510327
1994-06-08 23:59:40.999228+00:00,265.651870,162.791425,306.465911,246.361161,5.423822,9.737395,19.658804,30.177830,-3.555792,9.371003,-54.099597,-26.529580
1994-06-23 23:59:40.999627+00:00,266.802028,163.272144,306.633796,246.467561,5.421270,9.733424,19.661202,30.177531,-3.560485,9.116634,-53.938311,-26.548772
1994-07-08 23:59:40.000045+00:00,267.953117,163.752979,306.801173,246.534011,5.418622,9.729438,19.663596,30.177232,-3.563755,8.861406,-53.776987,-26.567897
1994-07-23 23:59:40.000457+00:00,269.105009,164.234147,306.968714,246.647436,5.415877,9.725437,19.665983,30.176930,-3.565598,8.605335,-53.615624,-26.586960
1994-08-07 23:59:40.000836+00:00,270.255102,164.715965,307.136359,246.711907,5.413038,9.721420,19.668366,30.176627,-3.566007,8.348435,-53.454222,-26.605959
1994-08-22 23:59:40.001157+00:00,271.402530,165.198176,307.303971,246.822089,5.410104,9.717389,19.670743,30.176323,-3.564978,8.090724,-53.292783,-26.624893
1994-09-06 23:59:40.001401+00:00,272.556720,165.681024,307.471412,246.894731,5.407077,9.713343,19.673115,30.176017,-3.562508,7.832217,-53.131308,-26.643764
1994-09-21 23:59:40.001549+00:00,273.705145,166.164567,307.638832,246.992659,5.403959,9.709282,19.675481,30.175710,-3.558592,7.572929,-52.969795,-26.662568
1994-10-06 23:59:40.001592+00:00,274.860354,166.648747,307.806597,247.080268,5.400752,9.705206,19.677841,30.175400,-3.553226,7.312877,-52.808247,-26.681310
1994-10-21 23:59:40.001525+00:00,276.007349,167.133390,307.973932,247.162119,5.397455,9.701116,19.680196,30.175090,-3.546408,7.052077,-52.646665,-26.699985
1994-11-05 23:59:40.001351+00:00,277.170853,167.618781,308.141007,247.265287,5.394072,9.697012,19.682545,30.174778,-3.538134,6.790547,-52.485049,-26.718597
1994-11-20 23:59:40.001081+00:00,278.327525,168.104529,308.308502,247.333969,5.390602,9.692895,19.684890,30.174465,-3.528403,6.528304,-52.323397,-26.737142
1994-12-05 23:59:40.000733+00:00,279.498144,168.590717,308.475776,247.446687,5.387048,9.688765,19.687229,30.174151,-3.517211,6.265363,-52.161712,-26.755624
1994-12-20 23:59:40.000329+00:00,280.654327,169.077300,308.642864,247.510556,5.383411,9.684623,19.689563,30.173836,-3.504559,6.001741,-51.999992,-26.774039
1995-01-04 23:59:39.999898+00:00,281.825859,169.564263,308.810104,247.622840,5.379691,9.680469,19.691892,30.173521,-3.490444,5.737454,-51.838237,-26.792390
1995-01-19 23:59:39.999470+00:00,282.985723,170.051336,308.977462,247.692353,5.375889,9.676303,19.694217,30.173204,-3.474866,5.472519,-51.676447,-26.810676
1995-02-03 23:59:39.999074+00:00,284.159618,170.538795,309.144824,247.794418,5.372009,9.672126,19.696536,30.172886,-3.457826,5.206954,-51.514622,-26.828896
1995-02-18 23:59:39.998738+00:00,285.317682,171.026458,309.311797,247.877697,5.368050,9.667940,19.698849,30.172567,-3.439322,4.940773,-51.352763,-26.847052
1995-03-05 23:59:39.998483+00:00,286.489452,171.514414,309.478932,247.963924,5.364014,9.663742,19.701157,30.172247,-3.419356,4.673995,-51.190867,-26.865141
1995-03-20 23:59:39.998327+00:00,287.653975,172.002760,309.646252,248.063290,5.359903,9.659535,19.703460,30.171924,-3.397929,4.406636,-51.028937,-26.883167
1995-04-04 23:59:39.998279+00:00,288.834735,172.491618,309.813019,248.134748,5.355718,9.655318,19.705756,30.171601,-3.375044,4.138713,-50.866972,-26.901126
1995-04-19 23:59:39.998340+00:00,290.007536,172.980871,309.979881,248.245863,5.351462,9.651090,19.708046,30.171274,-3.350702,3.870245,-50.704974,-26.919020
1995-05-04 23:59:39.998506+00:00,291.189948,173.470715,310.147028,248.309853,5.347134,9.646853,19.710330,30.170947,-3.324907,3.601250,-50.542942,-26.936848
1995-05-19 23:59:39.998764+00:00,292.368544,173.961125,310.313981,248.423440,5.342738,9.642605,19.712608,30.170617,-3.297661,3.331747,-50.380877,-26.954611
1995-06-03 23:59:39.999097+00:00,293.555888,174.452045,310.480852,248.490310,5.338275,9.638349,19.714880,30.170286,-3.268969,3.061753,-50.218780,-26.972307
1995-06-18 23:59:39.999483+00:00,294.739749,174.943508,310.647696,248.595991,5.333748,9.634082,19.717146,30.169952,-3.238835,2.791287,-50.056651,-26.989937
1995-07-03 23:59:39.999898+00:00,295.923246,175.435508,310.814719,248.674979,5.329157,9.629807,19.719406,30.169617,-3.207263,2.520368,-49.894489,-27.007503
1995-07-18 23:59:40.000315+00:00,297.106960,175.927942,310.981524,248.765725,5.324506,9.625524,19.721659,30.169280,-3.174260,2.249016,-49.732297,-27.024999
1995-08-02 23:59:40.000708+00:00,298.293210,176.420820,311.147931,248.861047,5.319795,9.621232,19.723906,30.168941,-3.139832,1.977249,-49.570074,-27.042432
1995-08-17 23:59:40.001052+00:00,299.486876,176.914159,311.314739,248.936039,5.315027,9.616933,19.726148,30.168601,-3.103984,1.705086,-49.407819,-27.059796
1995-09-01 23:59:40.001325+00:00,300.677671,177.407871,311.481507,249.044974,5.310204,9.612626,19.728383,30.168258,-3.066724,1.432545,-49.245532,-27.077096
1995-09-16 23:59:40.001509+00:00,301.876790,177.901987,311.647912,249.109960,5.305327,9.608313,19.730612,30.167915,-3.028061,1.159647,-49.083214,-27.094328
1995-10-01 23:59:40.001589+00:00,303.072995,178.396512,311.814577,249.224157,5.300398,9.603994,19.732835,30.167569,-2.988003,0.886408,-48.920865,-27.111494
1995-10-16 23:59:40.001561+00:00,304.282480,178.891451,311.981335,249.289154,5.295420,9.599668,19.735051,30.167220,-2.946559,0.612851,-48.758484,-27.128593
1995-10-31 23:59:40.001424+00:00,305.483701,179.386829,312.147987,249.398074,5.290394,9.595337,19.737261,30.166871,-2.903739,0.338993,-48.596072,-27.145625
1995-11-15 23:59:40.001186+00:00,306.693709,179.882690,312.314420,249.473088,5.285323,9.591001,19.739465,30.166518,-2.859554,0.064855,-48.433631,-27.162592
1995-11-30 23:59:40.000862+00:00,307.893369,180.379044,312.480835,249.568284,5.280209,9.586658,19.741661,30.166164,-2.814015,-0.209544,-48.271160,-27.179489
1995-12-15 23:59:40.000475+00:00,309.107013,180.875907,312.647503,249.659147,5.275055,9.582311,19.743851,30.165807,-2.767135,-0.484183,-48.108659,-27.196322
1995-12-30 23:59:40.000051+00:00,310.312537,181.373273,312.813759,249.737986,5.269862,9.577959,19.746035,30.165449,-2.718925,-0.759041,-47.946129,-27.213085
1996-01-14 23:59:38.999618+00:00,311.530335,181.871118,312.979922,249.843964,5.264633,9.573602,19.748211,30.165087,-2.669401,-1.034097,-47.783572,-27.229783
1996-01-29 23:59:38.999207+00:00,312.740019,182.369458,313.146537,249.910679,5.259370,9.569240,19.750382,30.164725,-2.618574,-1.309332,-47.620985,-27.246411
1996-02-13 23:59:38.998847+00:00,313.964700,182.868206,313.312919,250.024650,5.254075,9.564874,19.752546,30.164360,-2.566461,-1.584724,-47.458370,-27.262974
1996-02-28 23:59:38.998562+00:00,315.185406,183.367392,313.479135,250.088461,5.248751,9.560505,19.754704,30.163994,-2.513077,-1.860252,-47.295726,-27.279468
1996-03-14 23:59:38.998370+00:00,316.416935,183.866993,313.645455,250.199945,5.243399,9.556133,19.756855,30.163627,-2.458439,-2.135895,-47.133053,-27.295895
1996-03-29 23:59:38.998283+00:00,317.641299,184.366990,313.811776,250.271382,5.238024,9.551758,19.759000,30.163256,-2.402562,-2.411634,-46.970351,-27.312255
1996-04-13 23:59:38.998306+00:00,318.873497,184.867347,313.977989,250.370962,5.232626,9.547381,19.761139,30.162885,-2.345466,-2.687448,-46.807621,-27.328546
1996-04-28 23:59:38.998437+00:00,320.103292,185.368185,314.143850,250.457402,5.227210,9.543003,19.763271,30.162511,-2.287168,-2.963315,-46.644862,-27.344771
1996-05-13 23:59:38.998664+00:00,321.339186,185.869420,314.309947,250.540559,5.221775,9.538623,19.765396,30.162137,-2.227688,-3.239214,-46.482073,-27.360926
1996-05-28 23:59:38.998973+00:00,322.572929,186.371138,314.476214,250.643025,5.216327,9.534242,19.767514,30.161758,-2.167047,-3.515126,-46.319254,-27.377016
1996-06-12 23:59:38.999343+00:00,323.810336,186.873441,314.642026,250.712144,5.210865,9.529861,19.769625,30.161378,-2.105265,-3.791028,-46.156407,-27.393036
1996-06-27 23:59:38.999751+00:00,325.051723,187.376325,314.808034,250.825033,5.205393,9.525479,19.771729,30.160994,-2.042366,-4.066900,-45.993531,-27.408989
1996-07-12 23:59:39.000170+00:00,326.297601,187.879769,314.974255,250.888434,5.199912,9.521097,19.773826,30.160609,-1.978373,-4.342719,-45.830627,-27.424874
1996-07-27 23:59:39.000575+00:00,327.548045,188.383902,315.140197,251.001785,5.194426,9.516715,19.775915,30.160220,-1.913308,-4.618463,-45.667697,-27.440690
1996-08-11 23:59:39.000939+00:00,328.797690,188.888633,315.306031,251.070128,5.188938,9.512333,19.777996,30.159829,-1.847196,-4.894110,-45.504740,-27.456438
1996-08-26 23:59:39.001239+00:00,330.053119,189.393832,315.471828,251.173688,5.183450,9.507952,19.780070,30.159435,-1.780063,-5.169636,-45.341757,-27.472116
1996-09-10 23:59:39.001456+00:00,331.307692,189.899605,315.637782,251.255632,5.177965,9.503570,19.782136,30.159038,-1.711935,-5.445021,-45.178749,-27.487728
