# UTC, Ls-J, Ls-S, Ls-U, Ls-N, Dist-J (AU), Dist-S (AU), Dist-U (AU), Dist-N (AU), PGLat-J, PGLat-S, PGLat-U, PGLat-N
1970-01-01 00:00:00+00:00,245.909104,224.560116,198.519668,193.858191,5.450349,9.214479,18.316819,30.323548,-3.255283,-22.229403,-19.152287,-6.735665
1970-01-15 23:59:59.999568+00:00,247.045734,225.095254,198.712882,193.948501,5.449443,9.210762,18.317532,30.323503,-3.283480,-22.440389,-19.350684,-6.777785
1970-01-30 23:59:59.999162+00:00,248.171450,225.631048,198.905991,194.036287,5.448430,9.207072,18.318252,30.323456,-3.310398,-22.649596,-19.549020,-6.819895
1970-02-14 23:59:59.998810+00:00,249.313575,226.167527,199.099134,194.122441,5.447311,9.203407,18.318980,30.323409,-3.336027,-22.856999,-19.747295,-6.861991
1970-03-01 23:59:59.998534+00:00,250.445419,226.705368,199.292402,194.214249,5.446088,9.199769,18.319715,30.323357,-3.360355,-23.062574,-19.945509,-6.904077
1970-03-16 23:59:59.998354+00:00,251.588092,227.244473,199.485479,194.296941,5.444759,9.196158,18.320458,30.323306,-3.383373,-23.266299,-20.143660,-6.946149
1970-03-31 23:59:59.998280+00:00,252.722483,227.784168,199.678572,194.391278,5.443325,9.192574,18.321209,30.323251,-3.405071,-23.468149,-20.341750,-6.988211
1970-04-15 23:59:59.998316+00:00,253.867626,228.325183,199.871815,194.472697,5.441788,9.189016,18.321967,30.323196,-3.425438,-23.668102,-20.539777,-7.030259
1970-04-30 23:59:59.998459+00:00,255.005970,228.866749,200.064895,194.566957,5.440147,9.185486,18.322734,30.323137,-3.444465,-23.866133,-20.737741,-7.072296
1970-05-15 23:59:59.998696+00:00,256.146008,229.408491,200.257916,194.649861,5.438403,9.181983,18.323507,30.323077,-3.462142,-24.062218,-20.935641,-7.114321
1970-05-30 23:59:59.999014+00:00,257.280697,229.950240,200.450951,194.741395,5.436557,9.178509,18.324288,30.323015,-3.478461,-24.256336,-21.133477,-7.156333
1970-06-14 23:59:59.999390+00:00,258.418220,230.492304,200.644013,194.827993,5.434609,9.175063,18.325076,30.322950,-3.493412,-24.448462,-21.331246,-7.198334
1970-06-29 23:59:59.999800+00:00,259.559611,231.033469,200.837046,194.915259,5.432560,9.171646,18.325872,30.322884,-3.506988,-24.638575,-21.528949,-7.240321
1970-07-15 00:00:00.000219+00:00,260.699767,231.574832,201.029942,195.006261,5.430410,9.168258,18.326675,30.322814,-3.519180,-24.826651,-21.726584,-7.282296
1970-07-30 00:00:00.000620+00:00,261.845032,232.115992,201.223016,195.089488,5.428161,9.164900,18.327485,30.322743,-3.529980,-25.012666,-21.924151,-7.324257
1970-08-14 00:00:00.000978+00:00,262.986752,232.656990,201.416106,195.183727,5.425812,9.161573,18.328302,30.322668,-3.539382,-25.196598,-22.121649,-7.366206
1970-08-29 00:00:00.001269+00:00,264.140659,233.197732,201.608954,195.264851,5.423365,9.158276,18.329128,30.322592,-3.547378,-25.378426,-22.319076,-7.408141
1970-09-13 00:00:00.001475+00:00,265.286086,233.739358,201.801901,195.359785,5.420821,9.155009,18.329961,30.322511,-3.553962,-25.558125,-22.516432,-7.450063
1970-09-28 00:00:00.001580+00:00,266.440222,234.280867,201.994861,195.441698,5.418182,9.151774,18.330803,30.322430,-3.559127,-25.735674,-22.713718,-7.491971
1970-10-13 00:00:00.001577+00:00,267.580265,234.823393,202.187692,195.534443,5.415448,9.148569,18.331652,30.322347,-3.562867,-25.911049,-22.910932,-7.533864
1970-10-28 00:00:00.001465+00:00,268.734734,235.367046,202.380481,195.619762,5.412621,9.145396,18.332510,30.322261,-3.565176,-26.084228,-23.108076,-7.575745
1970-11-12 00:00:00.001250+00:00,269.877302,235.911804,202.573271,195.708269,5.409701,9.142255,18.333376,30.322174,-3.566049,-26.255188,-23.305148,-7.617610
1970-11-27 00:00:00.000945+00:00,271.034653,236.457353,202.766193,195.798221,5.406690,9.139145,18.334249,30.322084,-3.565480,-26.423909,-23.502149,-7.659463
1970-12-12 00:00:00.000570+00:00,272.177746,237.004588,202.958968,195.882208,5.403589,9.136067,18.335131,30.321994,-3.563467,-26.590368,-23.699078,-7.701300
1970-12-27 00:00:00.000152+00:00,273.339143,237.552357,203.151649,195.976102,5.400397,9.133021,18.336020,30.321900,-3.560003,-26.754544,-23.895936,-7.743125
1971-01-10 23:59:59.999718+00:00,274.491704,238.100540,203.344550,196.057202,5.397118,9.130007,18.336917,30.321807,-3.555086,-26.916414,-24.092721,-7.784935
1971-01-25 23:59:59.999300+00:00,275.660593,238.649220,203.537278,196.152648,5.393751,9.127027,18.337821,30.321709,-3.548711,-27.075958,-24.289433,-7.826732
1971-02-09 23:59:59.998926+00:00,276.815713,239.197717,203.729853,196.233722,5.390299,9.124080,18.338733,30.321610,-3.540875,-27.233155,-24.486070,-7.868515
1971-02-24 23:59:59.998621+00:00,277.981972,239.745592,203.922533,196.327620,5.386761,9.121166,18.339652,30.321508,-3.531577,-27.387985,-24.682632,-7.910283
1971-03-11 23:59:59.998406+00:00,279.139278,240.293468,204.115192,196.411624,5.383141,9.118287,18.340578,30.321404,-3.520813,-27.540427,-24.879118,-7.952038
1971-03-26 23:59:59.998294+00:00,280.307291,240.841101,204.307830,196.501480,5.379438,9.115443,18.341512,30.321297,-3.508583,-27.690459,-25.075526,-7.993777
1971-04-10 23:59:59.998291+00:00,281.467188,241.387912,204.500364,196.590204,5.375655,9.112634,18.342453,30.321187,-3.494883,-27.838062,-25.271855,-8.035503
1971-04-25 23:59:59.998397+00:00,282.632468,241.934997,204.692998,196.675167,5.371792,9.109860,18.343401,30.321075,-3.479715,-27.983215,-25.468107,-8.077212
1971-05-10 23:59:59.998603+00:00,283.797004,242.481965,204.885732,196.768413,5.367852,9.107121,18.344357,30.320959,-3.463077,-28.125899,-25.664278,-8.118908
1971-05-25 23:59:59.998895+00:00,284.969063,243.028974,205.078167,196.849688,5.363835,9.104419,18.345321,30.320843,-3.444971,-28.266093,-25.860369,-8.160586
1971-06-09 23:59:59.999252+00:00,286.144324,243.576520,205.270644,196.945365,5.359743,9.101752,18.346293,30.320722,-3.425396,-28.403779,-26.056380,-8.202251
1971-06-24 23:59:59.999654+00:00,287.318792,244.125374,205.463246,197.025758,5.355579,9.099122,18.347273,30.320600,-3.404353,-28.538935,-26.252310,-8.243899
1971-07-10 00:00:00.000072+00:00,288.497934,244.674474,205.655632,197.120708,5.351343,9.096528,18.348261,30.320475,-3.381844,-28.671543,-26.448160,-8.285531
1971-07-25 00:00:00.000483+00:00,289.674763,245.225226,205.847998,197.203432,5.347038,9.093970,18.349257,30.320349,-3.357870,-28.801584,-26.643928,-8.327149
1971-08-09 00:00:00.000859+00:00,290.860203,245.777134,206.040412,197.294710,5.342666,9.091450,18.350260,30.320220,-3.332434,-28.929041,-26.839616,-8.368750
1971-08-24 00:00:00.001176+00:00,292.036627,246.330049,206.232889,197.382067,5.338228,9.088966,18.351272,30.320089,-3.305539,-29.053893,-27.035221,-8.410336
1971-09-08 00:00:00.001413+00:00,293.221821,246.883463,206.425289,197.468245,5.333726,9.086520,18.352291,30.319956,-3.277188,-29.176125,-27.230743,-8.451904
1971-09-23 00:00:00.001555+00:00,294.399219,247.438012,206.617514,197.560636,5.329162,9.084111,18.353317,30.319819,-3.247387,-29.295718,-27.426182,-8.493459
1971-10-08 00:00:00.001591+00:00,295.592660,247.991843,206.809940,197.642414,5.324536,9.081739,18.354352,30.319682,-3.216139,-29.412654,-27.621538,-8.534995
1971-10-23 00:00:00.001517+00:00,296.777163,248.545723,207.002271,197.738094,5.319852,9.079406,18.355394,30.319540,-3.183451,-29.526917,-27.816808,-8.576517
1971-11-07 00:00:00.001336+00:00,297.975456,249.099335,207.194316,197.818024,5.315109,9.077111,18.356444,30.319398,-3.149328,-29.638490,-28.011993,-8.618021
1971-11-22 00:00:00.001061+00:00,299.163652,249.652463,207.386528,197.913839,5.310312,9.074854,18.357502,30.319252,-3.113777,-29.747356,-28.207091,-8.659509
1971-12-07 00:00:00.000708+00:00,300.368417,250.204683,207.578755,197.995328,5.305461,9.072637,18.358568,30.319104,-3.076806,-29.853497,-28.402104,-8.700980
1971-12-22 00:00:00.000302+00:00,301.563808,250.757186,207.770878,198.088022,5.300560,9.070458,18.359642,30.318954,-3.038422,-29.956899,-28.597029,-8.742434
1972-01-05 23:59:58.999870+00:00,302.770660,251.308965,207.962977,198.173886,5.295611,9.068318,18.360724,30.318801,-2.998633,-30.057544,-28.791868,-8.783871
1972-01-20 23:59:58.999443+00:00,303.966189,251.860605,208.155105,198.261425,5.290616,9.066218,18.361815,30.318648,-2.957449,-30.155417,-28.986620,-8.825290
1972-02-04 23:59:58.999050+00:00,305.174022,252.412815,208.347346,198.352663,5.285576,9.064157,18.362913,30.318491,-2.914879,-30.250502,-29.181286,-8.866694
1972-02-19 23:59:58.998718+00:00,306.376686,252.965453,208.539326,198.435173,5.280495,9.062137,18.364020,30.318333,-2.870934,-30.342784,-29.375863,-8.908078
1972-03-05 23:59:58.998470+00:00,307.589625,253.518458,208.731228,198.530553,5.275373,9.060156,18.365134,30.318172,-2.825626,-30.432249,-29.570352,-8.949448
1972-03-20 23:59:58.998321+00:00,308.797738,254.072903,208.923368,198.610297,5.270213,9.058215,18.366256,30.318011,-2.778966,-30.518882,-29.764754,-8.990798
1972-04-04 23:59:58.998280+00:00,310.013981,254.628541,209.115282,198.706803,5.265017,9.056316,18.367386,30.317846,-2.730967,-30.602670,-29.959068,-9.032133
1972-04-19 23:59:58.998348+00:00,311.231278,255.184851,209.307104,198.787218,5.259787,9.054456,18.368524,30.317680,-2.681641,-30.683599,-30.153291,-9.073450
1972-05-04 23:59:58.998520+00:00,312.454229,255.742676,209.499088,198.881287,5.254525,9.052638,18.369669,30.317510,-2.631004,-30.761658,-30.347424,-9.114749
1972-05-19 23:59:58.998784+00:00,313.677277,256.301031,209.691059,198.965611,5.249235,9.050862,18.370821,30.317338,-2.579069,-30.836833,-30.541466,-9.156031
1972-06-03 23:59:58.999121+00:00,314.900348,256.859398,209.882964,199.054663,5.243918,9.049127,18.371981,30.317164,-2.525853,-30.909112,-30.735415,-9.197294
1972-06-18 23:59:58.999510+00:00,316.127904,257.417740,210.074707,199.144557,5.238576,9.047434,18.373148,30.316987,-2.471371,-30.978485,-30.929270,-9.238541
1972-07-03 23:59:57.999925+00:00,317.355507,257.976236,210.266553,199.228080,5.233213,9.045782,18.374324,30.316808,-2.415642,-31.044939,-31.123032,-9.279767
1972-07-18 23:59:58.000342+00:00,318.589207,258.533426,210.458412,199.322846,5.227830,9.044173,18.375507,30.316624,-2.358683,-31.108463,-31.316699,-9.320977
1972-08-02 23:59:58.000732+00:00,319.818968,259.090557,210.649911,199.402639,5.222429,9.042606,18.376699,30.316441,-2.300514,-31.169046,-31.510271,-9.362166
1972-08-17 23:59:58.001073+00:00,321.057714,259.647014,210.841544,199.499536,5.217013,9.041081,18.377898,30.316253,-2.241153,-31.226677,-31.703748,-9.403337
1972-09-01 23:59:58.001340+00:00,322.294365,260.202892,211.033319,199.579030,5.211584,9.039599,18.379107,30.316065,-2.180623,-31.281345,-31.897130,-9.444489
1972-09-16 23:59:58.001517+00:00,323.541944,260.758206,211.224871,199.674376,5.206145,9.038159,18.380324,30.315873,-2.118943,-31.333042,-32.090416,-9.485621
1972-10-01 23:59:58.001591+00:00,324.783773,261.314212,211.416432,199.757173,5.200700,9.036762,18.381549,30.315681,-2.056136,-31.381756,-32.283608,-9.526735
1972-10-16 23:59:58.001555+00:00,326.034946,261.869564,211.608039,199.847837,5.195250,9.035408,18.382782,30.315487,-1.992224,-31.427479,-32.476706,-9.567829
1972-10-31 23:59:58.001411+00:00,327.281428,262.425695,211.799669,199.936201,5.189800,9.034097,18.384024,30.315291,-1.927231,-31.470202,-32.669708,-9.608905
1972-11-15 23:59:58.001167+00:00,328.538582,262.982650,211.991125,200.020998,5.184350,9.032829,18.385275,30.315094,-1.861182,-31.509919,-32.862614,-9.649960
1972-11-30 23:59:58.000839+00:00,329.790388,263.540598,212.182406,200.114897,5.178905,9.031604,18.386533,30.314894,-1.794102,-31.546621,-33.055424,-9.690998
1972-12-15 23:59:58.000449+00:00,331.050372,264.099273,212.373948,200.195105,5.173465,9.030422,18.387800,30.314694,-1.726017,-31.580302,-33.248138,-9.732014
1972-12-30 23:59:58.000023+00:00,332.306715,264.659789,212.565361,200.292150,5.168035,9.029284,18.389074,30.314490,-1.656955,-31.610955,-33.440755,-9.773013
1973-01-14 23:59:56.999590+00:00,333.572542,265.220608,212.756544,200.370967,5.162614,9.028189,18.390356,30.314286,-1.586944,-31.638575,-33.633274,-9.813991
1973-01-29 23:59:56.999182+00:00,334.836669,265.781874,212.947985,200.467400,5.157208,9.027139,18.391646,30.314078,-1.516013,-31.663156,-33.825695,-9.854951
1973-02-13 23:59:56.998826+00:00,336.107175,266.343590,213.139419,200.548698,5.151817,9.026132,18.392944,30.313870,-1.444192,-31.684694,-34.018016,-9.895890
1973-02-28 23:59:56.998546+00:00,337.376566,266.905074,213.330693,200.640977,5.146446,9.025169,18.394250,30.313658,-1.371511,-31.703183,-34.210237,-9.936808
1973-03-15 23:59:56.998361+00:00,338.651891,267.465676,213.521895,200.727650,5.141096,9.024250,18.395565,30.313445,-1.298003,-31.718619,-34.402358,-9.977708
1973-03-30 23:59:56.998281+00:00,339.928365,268.026090,213.713107,200.813901,5.135772,9.023376,18.396888,30.313231,-1.223699,-31.730997,-34.594379,-10.018585
1973-04-14 23:59:56.998312+00:00,341.208181,268.585718,213.904379,200.906590,5.130474,9.022546,18.398219,30.313013,-1.148633,-31.740314,-34.786300,-10.059444
1973-04-29 23:59:56.998449+00:00,342.489184,269.144187,214.095339,200.987457,5.125207,9.021761,18.399558,30.312796,-1.072839,-31.746568,-34.978119,-10.100281
1973-05-14 23:59:56.998682+00:00,343.772767,269.702654,214.286313,201.084298,5.119973,9.021020,18.400906,30.312575,-0.996351,-31.749754,-35.169837,-10.141099
1973-05-29 23:59:56.998996+00:00,345.060095,270.260695,214.477574,201.162723,5.114773,9.020324,18.402262,30.312355,-0.919207,-31.749870,-35.361454,-10.181894
1973-06-13 23:59:56.999369+00:00,346.349284,270.818303,214.668564,201.260071,5.109612,9.019673,18.403627,30.312131,-0.841441,-31.746915,-35.552970,-10.222670
1973-06-28 23:59:56.999778+00:00,347.641999,271.376087,214.859477,201.340040,5.104491,9.019067,18.404999,30.311907,-0.763092,-31.740887,-35.744384,-10.263425
1973-07-13 23:59:57.000197+00:00,348.935714,271.934713,215.050542,201.433939,5.099414,9.018506,18.406380,30.311681,-0.684196,-31.731787,-35.935695,-10.304158
1973-07-28 23:59:57.000600+00:00,350.234032,272.493280,215.241510,201.518863,5.094382,9.017991,18.407768,30.311452,-0.604794,-31.719613,-36.126904,-10.344872
1973-08-12 23:59:57.000960+00:00,351.533501,273.053408,215.432338,201.606777,5.089400,9.017521,18.409165,30.311223,-0.524926,-31.704368,-36.318008,-10.385562
1973-08-27 23:59:57.001256+00:00,352.836912,273.614533,215.623005,201.698049,5.084468,9.017096,18.410571,30.310991,-0.444630,-31.686051,-36.509007,-10.426233
1973-09-11 23:59:57.001466+00:00,354.141038,274.176487,215.813844,201.779926,5.079591,9.016717,18.411984,30.310759,-0.363950,-31.664664,-36.699902,-10.466881
1973-09-26 23:59:57.001577+00:00,355.448963,274.738893,216.004701,201.876247,5.074770,9.016383,18.413406,30.310523,-0.282926,-31.640209,-36.890691,-10.507509
1973-10-11 23:59:57.001580+00:00,356.758431,275.302431,216.195227,201.954556,5.070008,9.016095,18.414837,30.310287,-0.201603,-31.612690,-37.081374,-10.548113
1973-10-26 23:59:57.001474+00:00,358.071081,275.865162,216.385991,202.052499,5.065306,9.015852,18.416276,30.310049,-0.120022,-31.582107,-37.271952,-10.588696
1973-11-10 23:59:57.001263+00:00,359.385636,276.427958,216.576867,202.131277,5.060670,9.015654,18.417724,30.309811,-0.038228,-31.548465,-37.462424,-10.629256
1973-11-25 23:59:57.000962+00:00,0.702802,276.990201,216.767430,202.226692,5.056099,9.015501,18.419182,30.309572,0.043734,-31.511766,-37.652790,-10.669794
1973-12-10 23:59:57.000591+00:00,2.022517,277.551618,216.957983,202.309838,5.051599,9.015393,18.420648,30.309332,0.125820,-31.472014,-37.843051,-10.710310
1973-12-25 23:59:57.000174+00:00,3.344034,278.111801,217.148561,202.399531,5.047170,9.015330,18.422123,30.309091,0.207983,-31.429213,-38.033206,-10.750803
1974-01-09 23:59:55.999741+00:00,4.668476,278.672037,217.339132,202.489138,5.042816,9.015312,18.423607,30.308849,0.290178,-31.383368,-38.223257,-10.791275
1974-01-24 23:59:55.999321+00:00,5.994483,279.231103,217.529523,202.572303,5.038540,9.015339,18.425100,30.308608,0.372358,-31.334485,-38.413202,-10.831723
1974-02-08 23:59:55.998944+00:00,7.323600,279.789735,217.719821,202.667790,5.034343,9.015412,18.426601,30.308365,0.454476,-31.282569,-38.603041,-10.872151
1974-02-23 23:59:55.998635+00:00,8.653678,280.348413,217.910456,202.746371,5.030229,9.015530,18.428110,30.308122,0.536485,-31.227626,-38.792775,-10.912556
1974-03-10 23:59:55.998414+00:00,9.986754,280.907078,218.100897,202.844657,5.026198,9.015693,18.429628,30.307877,0.618337,-31.169664,-38.982402,-10.952939
1974-03-25 23:59:55.998297+00:00,11.321657,281.465701,218.291084,202.922514,5.022255,9.015903,18.431154,30.307632,0.699984,-31.108690,-39.171922,-10.993299
1974-04-09 23:59:55.998289+00:00,12.659447,282.025536,218.481531,203.019275,5.018400,9.016158,18.432688,30.307385,0.781377,-31.044712,-39.361333,-11.033637
1974-04-24 23:59:55.998389+00:00,13.998890,282.586118,218.671853,203.100662,5.014636,9.016459,18.434230,30.307137,0.862468,-30.977739,-39.550635,-11.073952
1974-05-09 23:59:55.998590+00:00,15.339659,283.147203,218.861952,203.192178,5.010965,9.016805,18.435780,30.306889,0.943207,-30.907778,-39.739828,-11.114244
1974-05-24 23:59:55.998878+00:00,16.683363,283.709609,219.052007,203.279938,5.007390,9.017198,18.437340,30.306638,1.023545,-30.834840,-39.928910,-11.154513
1974-06-08 23:59:55.999233+00:00,18.028044,284.272512,219.242127,203.364631,5.003912,9.017635,18.438907,30.306388,1.103433,-30.758934,-40.117882,-11.194758
1974-06-23 23:59:55.999632+00:00,19.376240,284.835392,219.432343,203.458917,5.000533,9.018118,18.440484,30.306136,1.182822,-30.680070,-40.306744,-11.234981
1974-07-08 23:59:56.000051+00:00,20.722772,285.398279,219.622252,203.538052,4.997254,9.018646,18.442069,30.305884,1.261661,-30.598258,-40.495494,-11.275178
1974-07-23 23:59:56.000462+00:00,22.074191,285.961028,219.812255,203.636298,4.994078,9.019220,18.443663,30.305631,1.339903,-30.513508,-40.684134,-11.315353
1974-08-07 23:59:56.000840+00:00,23.424112,286.522318,220.002524,203.713522,4.991007,9.019839,18.445266,30.305379,1.417496,-30.425831,-40.872665,-11.355503
1974-08-22 23:59:56.001161+00:00,24.780738,287.083339,220.192388,203.811463,4.988043,9.020502,18.446878,30.305125,1.494393,-30.335238,-41.061084,-11.395630
1974-09-06 23:59:56.001403+00:00,26.133286,287.643447,220.382181,203.891259,4.985188,9.021211,18.448500,30.304872,1.570545,-30.241741,-41.249393,-11.435734
1974-09-21 23:59:56.001550+00:00,27.492713,288.202650,220.572133,203.984648,4.982444,9.021964,18.450130,30.304619,1.645903,-30.145352,-41.437592,-11.475813
1974-10-06 23:59:56.001592+00:00,28.848147,288.760956,220.761963,204.070473,4.979812,9.022763,18.451768,30.304366,1.720418,-30.046083,-41.625680,-11.515869
1974-10-21 23:59:56.001523+00:00,30.212361,289.319424,220.951704,204.156953,4.977294,9.023606,18.453416,30.304113,1.794042,-29.943948,-41.813657,-11.555900
1974-11-05 23:59:56.001348+00:00,31.570554,289.876835,221.141356,204.249795,4.974892,9.024495,18.455072,30.303858,1.866728,-29.838960,-42.001522,-11.595908
1974-11-20 23:59:56.001077+00:00,32.935448,290.434698,221.331260,204.329895,4.972606,9.025428,18.456737,30.303605,1.938428,-29.731134,-42.189276,-11.635891
1974-12-05 23:59:56.000728+00:00,34.294446,290.992923,221.521122,204.427770,4.970437,9.026407,18.458410,30.303351,2.009096,-29.620482,-42.376917,-11.675851
1974-12-20 23:59:56.000324+00:00,35.662174,291.551665,221.710576,204.504673,4.968389,9.027430,18.460092,30.303098,2.078685,-29.507021,-42.564446,-11.715786
1975-01-04 23:59:54.999893+00:00,37.025174,292.110731,221.900292,204.603457,4.966460,9.028497,18.461783,30.302843,2.147150,-29.390765,-42.751861,-11.755697
1975-01-19 23:59:54.999465+00:00,38.394145,292.671312,222.090001,204.681772,4.964653,9.029609,18.463483,30.302590,2.214445,-29.271731,-42.939164,-11.795582
1975-02-03 23:59:54.999069+00:00,39.758634,293.232025,222.279326,204.776922,4.962969,9.030765,18.465192,30.302336,2.280527,-29.149932,-43.126353,-11.835443
1975-02-18 23:59:54.998734+00:00,41.129664,293.793262,222.468721,204.860733,4.961409,9.031964,18.466911,30.302083,2.345350,-29.025387,-43.313429,-11.875281
1975-03-05 23:59:54.998480+00:00,42.499706,294.354790,222.658180,204.949138,4.959974,9.033207,18.468638,30.301831,2.408874,-28.898111,-43.500393,-11.915092
1975-03-20 23:59:54.998326+00:00,43.872227,294.915948,222.847675,205.040225,4.958666,9.034494,18.470373,30.301578,2.471055,-28.768120,-43.687244,-11.954880
1975-04-04 23:59:54.998279+00:00,45.242673,295.476086,223.036988,205.121585,4.957484,9.035823,18.472118,30.301328,2.531853,-28.635432,-43.873982,-11.994642
1975-04-19 23:59:54.998342+00:00,46.613082,296.035964,223.226230,205.218719,4.956430,9.037196,18.473871,30.301076,2.591229,-28.500064,-44.060607,-12.034381
1975-05-04 23:59:54.998509+00:00,47.986238,296.594836,223.415803,205.295713,4.955503,9.038612,18.475633,30.300826,2.649144,-28.362033,-44.247119,-12.074094
1975-05-19 23:59:54.998768+00:00,49.356854,297.152495,223.605020,205.395094,4.954705,9.040072,18.477404,30.300576,2.705559,-28.221356,-44.433517,-12.113783
1975-06-03 23:59:54.999102+00:00,50.730547,297.709712,223.793986,205.472234,4.954037,9.041574,18.479183,30.300327,2.760438,-28.078053,-44.619800,-12.153447
1975-06-18 23:59:54.999488+00:00,52.098610,298.266107,223.983277,205.569032,4.953497,9.043121,18.480970,30.300077,2.813746,-27.932141,-44.805969,-12.193086
1975-07-03 23:59:54.999903+00:00,53.475667,298.821693,224.172407,205.650850,4.953089,9.044710,18.482766,30.299827,2.865447,-27.783639,-44.992022,-12.232701
1975-07-18 23:59:55.000320+00:00,54.847057,299.377195,224.361401,205.741292,4.952811,9.046343,18.484570,30.299579,2.915508,-27.632566,-45.177958,-12.272289
1975-08-02 23:59:55.000713+00:00,56.227347,299.932983,224.550436,205.830433,4.952664,9.048019,18.486382,30.299329,2.963897,-27.478942,-45.363778,-12.311853
1975-08-17 23:59:55.001056+00:00,57.596397,300.488352,224.739580,205.913374,4.952647,9.049738,18.488204,30.299082,3.010584,-27.322785,-45.549481,-12.351389
1975-09-01 23:59:55.001328+00:00,58.976269,301.044651,224.928779,206.009387,4.952760,9.051499,18.490034,30.298833,3.055539,-27.164116,-45.735067,-12.390902
1975-09-16 23:59:55.001510+00:00,60.345683,301.601474,225.117557,206.086798,4.953003,9.053303,18.491873,30.298587,3.098734,-27.002955,-45.920536,-12.430386
1975-10-01 23:59:55.001590+00:00,61.725891,302.158830,225.306459,206.186361,4.953375,9.055149,18.493722,30.298341,3.140143,-26.839322,-46.105887,-12.469847
1975-10-16 23:59:55.001560+00:00,63.091292,302.716591,225.495550,206.262597,4.953876,9.057036,18.495579,30.298097,3.179740,-26.673239,-46.291122,-12.509280
1975-10-31 23:59:55.001421+00:00,64.466998,303.275192,225.684150,206.360865,4.954506,9.058964,18.497446,30.297853,3.217502,-26.504725,-46.476241,-12.548688
1975-11-15 23:59:55.001182+00:00,65.832500,303.832950,225.872812,206.440825,4.955265,9.060932,18.499323,30.297612,3.253407,-26.333801,-46.661243,-12.588070
1975-11-30 23:59:55.000858+00:00,67.210893,304.390650,226.061678,206.533384,4.956152,9.062942,18.501207,30.297372,3.287432,-26.160490,-46.846130,-12.627426
1975-12-15 23:59:55.000470+00:00,68.578319,304.947689,226.250433,206.620433,4.957169,9.064991,18.503101,30.297133,3.319560,-25.984813,-47.030902,-12.666758
1975-12-30 23:59:55.000045+00:00,69.953976,305.503870,226.439107,206.705246,4.958313,9.067081,18.505003,30.296896,3.349772,-25.806792,-47.215557,-12.706062
1976-01-14 23:59:53.999613+00:00,71.321584,306.058817,226.627657,206.799837,4.959584,9.069211,18.506914,30.296659,3.378052,-25.626448,-47.400095,-12.745342
1976-01-29 23:59:53.999202+00:00,72.697225,306.613478,226.816445,206.878119,4.960981,9.071381,18.508833,30.296425,3.404385,-25.443804,-47.584517,-12.784595
1976-02-13 23:59:53.998843+00:00,74.065590,307.166710,227.005036,206.977517,4.962503,9.073591,18.510761,30.296191,3.428759,-25.258882,-47.768821,-12.823823
1976-02-28 23:59:53.998559+00:00,75.434047,307.719323,227.193199,207.053198,4.964149,9.075842,18.512696,30.295959,3.451163,-25.071706,-47.953007,-12.863025
1976-03-14 23:59:53.998368+00:00,76.797335,308.271590,227.381747,207.152603,4.965919,9.078132,18.514640,30.295726,3.471585,-24.882297,-48.137075,-12.902201
1976-03-29 23:59:53.998283+00:00,78.161551,308.823512,227.570252,207.230795,4.967809,9.080461,18.516592,30.295496,3.490018,-24.690679,-48.321023,-12.941350
1976-04-13 23:59:53.998307+00:00,79.527219,309.374981,227.758455,207.325373,4.969822,9.082831,18.518553,30.295266,3.506454,-24.496875,-48.504852,-12.980473
1976-04-28 23:59:53.998439+00:00,80.888393,309.927057,227.946840,207.410210,4.971953,9.085239,18.520522,30.295038,3.520888,-24.300908,-48.688562,-13.019571
1976-05-13 23:59:53.998668+00:00,82.252586,310.479268,228.135278,207.497080,4.974204,9.087686,18.522500,30.294811,3.533315,-24.102802,-48.872152,-13.058640
1976-05-28 23:59:53.998978+00:00,83.611365,311.031725,228.323717,207.589895,4.976571,9.090171,18.524485,30.294585,3.543736,-23.902580,-49.055623,-13.097685
1976-06-12 23:59:53.999348+00:00,84.979399,311.585009,228.511859,207.669379,4.979054,9.092694,18.526480,30.294362,3.552147,-23.700268,-49.238973,-13.136702
1976-06-27 23:59:53.999756+00:00,86.336479,312.138537,228.699947,207.768201,4.981651,9.095254,18.528483,30.294138,3.558551,-23.495888,-49.422204,-13.175694
1976-07-12 23:59:54.000176+00:00,87.699425,312.691860,228.888357,207.843759,4.984360,9.097852,18.530494,30.293918,3.562950,-23.289466,-49.605315,-13.214657
1976-07-27 23:59:54.000580+00:00,89.047133,313.245129,229.076327,207.944069,4.987179,9.100487,18.532514,30.293698,3.565348,-23.081024,-49.788306,-13.253595
1976-08-11 23:59:54.000943+00:00,90.406343,313.798072,229.264204,208.020823,4.990106,9.103158,18.534542,30.293481,3.565751,-22.870589,-49.971176,-13.292507
1976-08-26 23:59:54.001242+00:00,91.751210,314.349802,229.452484,208.117374,4.993141,9.105866,18.536577,30.293264,3.564165,-22.658184,-50.153927,-13.331391
1976-09-10 23:59:54.001458+00:00,93.106516,314.901084,229.640560,208.200011,4.996282,9.108611,18.538621,30.293049,3.560598,-22.443834,-50.336556,-13.370250
1976-09-25 23:59:54.001574+00:00,94.445687,315.451355,229.828512,208.289117,4.999527,9.111393,18.540672,30.292836,3.555059,-22.227564,-50.519062,-13.409080
1976-10-10 23:59:54.001583+00:00,95.799136,316.000597,230.016435,208.379932,5.002873,9.114211,18.542732,30.292623,3.547560,-22.009398,-50.701446,-13.447885
